Dynamic Decay sigma,-381.5465, -114.339, -69.7989, -43.8775, -32.5202, -28.7037, -24.8592, -21.6859, -19.2443, -292.9425, -107.0065, -58.5435, -39.6216, -31.5977, -26.6231, -23.8033, -20.7409, -20.0656, -18.9383, -277.4491, -96.8225, -56.6215, -41.2994, -32.0445, -28.2522, -25.0012, -22.9622, -21.9811, -19.9921, -272.967, -94.2366, -57.119, -44.4521, -34.6122, -30.0525, -27.4912, -24.9676, -22.9599, -21.0598, -260.7585, -92.8852, -59.3047, -44.8354, -36.8808, -31.9463, -28.2039, -26.1729, -24.0472, -22.2646, -264.5639, -97.9747, -61.2949, -46.2066, -37.1825, -32.7531, -28.3544, -26.2679, -23.7988, -22.6733, -266.334, -98.1229, -62.7371, -47.3234, -39.0875, -33.5837, -29.4241, -26.1781, -25.0893, -23.7207, -260.6498, -103.5421, -63.6193, -49.3396, -39.6454, -33.772, -30.0627, -27.1243, -24.9183, -23.2843, -254.7403, -103.1445, -65.7101, -48.2394, -39.7815, -34.3402, -29.9334, -27.6943, -24.8946, -23.3683, -257.993, -100.7098, -65.0792, -47.9058, -39.6884, -34.0964, -30.3952, -27.1323, -25.3867, -23.5766, -258.3843
TD Error sigma,-298.8279, -98.1803, -64.5272, -50.1291, -37.8724, -32.9109, -28.6076, -25.6751, -22.951, -57.6281, -220.4654, -97.9029, -61.0746, -45.3142, -36.3775, -31.887, -28.3032, -25.3435, -24.1682, -55.1889, -200.0776, -95.6278, -63.6256, -49.3744, -40.7374, -35.0058, -30.5296, -27.6617, -26.0905, -56.8039, -197.889, -100.8121, -66.3207, -52.1492, -42.8788, -36.7574, -31.6499, -29.9655, -27.1164, -57.1531, -193.2446, -100.4397, -68.9446, -54.0436, -43.3448, -37.9884, -33.6313, -30.7314, -28.005, -57.152, -196.1134, -103.1592, -70.0669, -54.059, -43.4794, -38.4704, -33.4426, -29.7202, -27.2902, -54.7618, -197.7385, -99.8081, -68.051, -52.6724, -44.0789, -37.6245, -34.3798, -30.7064, -27.3216, -56.549, -194.4566, -104.9111, -70.1786, -53.4326, -43.3889, -38.4353, -33.8067, -30.131, -28.0123, -57.4733, -191.6456, -101.8596, -68.8433, -52.7958, -43.6911, -36.676, -33.1441, -30.2764, -27.6717, -56.241, -195.9645, -104.5803, -71.6291, -53.6993, -44.7707, -37.3154, -33.9407, -30.5818, -28.0253, -58.2771
