Dynamic decay sigma,15.3025, 17.2388, 18.5898, 20.7053, 22.293, 24.9223, 27.0541, 29.1191, 32.7687, 35.5237, 37.4826, 41.4526, 45.0302, 49.2092, 51.5007, 55.5902, 60.3378, 66.1982, 72.819, 75.7797, 81.7211, 91.5901, 93.6671, 105.8476, 113.6914, 124.7838, 136.5135, 148.2102, 158.1581, 167.9426, 187.2958, 203.9258, 208.4495, 226.5488, 243.8181, 265.114, 277.5278, 293.4844, 324.4209, 342.9757, 366.7661, 402.1676, 424.8319, 441.8936, 477.4529, 515.5313, 529.3963, 561.7878, 615.5633, 646.0274
TD error sigma,15.018, 17.0685, 18.4554, 20.2166, 21.585, 24.0632, 26.6608, 29.1714, 31.3812, 34.0008, 38.1995, 40.0751, 43.3934, 47.2268, 51.6232, 56.141, 61.6914, 64.6269, 72.1243, 77.5928, 84.2531, 92.0704, 98.3402, 109.8929, 120.0213, 124.5471, 140.5466, 151.512, 167.3134, 186.4767, 194.7633, 215.1811, 230.4359, 253.6408, 278.5652, 298.2134, 322.0089, 344.9457, 376.7293, 396.7144, 430.2338, 454.2978, 485.1718, 518.6996, 559.7253, 593.6397, 623.1644, 673.556, 711.1829, 766.2226
