Dynamic decay sigma,-675.3778, -547.887, -467.7124, -416.5655999999999, -380.9902, -355.44280000000003, -335.6486, -320.56519999999995, -308.39219999999995, -298.3604, -289.5952, -282.2446, -276.04179999999997, -270.6518, -265.7122, -260.669, -256.4762, -252.10660000000001, -248.57320000000004, -245.24859999999998, -241.99560000000002, -238.88880000000003, -236.24720000000002, -233.7596, -231.327, -228.95839999999998, -227.012, -225.34679999999997, -223.1576, -221.36700000000002, -219.4178, -217.75, -215.83160000000004, -213.96600000000004, -212.1578, -210.4404, -208.44099999999997, -206.69099999999997, -204.8346, -202.998, -201.26319999999998, -199.2378, -197.4088, -195.76579999999998, -194.086, -192.6938, -191.3084, -189.80580000000003, -188.75740000000002, -187.91040000000004, -186.57420000000002, -185.90019999999998, -184.8114, -183.73160000000001, -182.95360000000002, -182.11, -181.1312, -180.3902, -179.1936, -177.96239999999997, -177.4324, -176.38979999999998, -175.6872, -174.84499999999997, -173.9528, -173.0484, -172.42360000000002, -171.7072, -171.3878, -170.76039999999998, -170.19920000000002, -170.0234, -169.3078, -168.9872, -168.66140000000001, -168.1782, -167.5918, -167.1746, -166.69419999999997, -166.0744, -165.33520000000001, -164.54480000000004, -163.9492, -163.3394, -162.7696, -162.2742, -161.7584, -161.077, -160.4474, -160.33180000000002, -160.131, -160.10500000000002, -159.96840000000003, -159.4882, -158.9868, -158.73800000000003, -158.69480000000001, -158.6184, -158.49139999999997, -157.9608, -157.7902, -157.30519999999999, -157.0332, -156.8838, -156.91440000000003, -156.7174, -156.4108, -156.2998, -156.0188, -155.84359999999998, -155.35240000000002, -155.34520000000003, -154.99939999999998, -154.98340000000002, -154.6214, -154.46980000000002, -154.2854, -154.0514, -153.8836, -153.9246, -153.9884, -153.7868, -153.901, -153.65879999999999, -153.7678, -153.7178, -153.74720000000002, -153.69639999999998, -153.7128, -153.4648, -153.3966, -153.1576, -152.978, -153.19740000000002, -153.2392, -153.18019999999999, -153.2116, -153.10139999999998, -153.004, -152.8788, -152.74079999999998, -152.7498, -152.8462, -152.6662, -152.32519999999997, -152.177, -151.98540000000003, -152.0506, -151.9972, -152.366, -152.3634, -152.368, -152.1642, -151.975, -151.99859999999995, -152.2962, -152.3448, -152.3546, -152.3842, -152.2278, -152.25399999999996, -152.2824, -152.40839999999997, -152.4938, -152.6898, -152.54300000000003, -152.381, -152.43439999999998, -152.24020000000002, -152.0478, -151.8938, -151.7348, -151.6842, -151.66340000000002, -151.50780000000003, -151.4964, -151.74099999999999, -151.584, -151.90159999999997, -151.89799999999997, -152.06279999999998, -152.1462, -152.1052, -152.09959999999998, -152.0288, -151.8484, -151.5958, -151.5216, -151.6634, -151.8472, -151.8874, -151.57099999999997, -151.50619999999998, -151.53159999999997, -151.5226, -151.5026, -151.52039999999997, -151.664, -151.5218, -151.49600000000004, -151.4016, -151.6572, -151.8304, -151.7598, -151.5138, -151.276, -151.3164, -150.9858, -150.72719999999998, -150.494, -150.62820000000002, -150.52800000000002, -150.351, -150.293, -150.5864, -150.8348, -150.7218, -151.12580000000003, -151.14440000000002, -151.3724, -151.1298, -151.3358, -151.4254, -151.2184, -150.8902, -150.65460000000002, -150.5944, -150.3922, -150.5844, -150.60559999999998, -150.9498, -150.8636, -150.77040000000002, -150.8932, -151.11759999999998, -151.5498, -151.616, -151.63799999999998, -151.414, -151.40359999999998, -151.4338, -151.3924, -151.6476, -151.80700000000004, -151.7766, -151.68480000000002, -151.68099999999998, -151.5066, -151.49280000000002, -151.34680000000003, -151.07080000000002, -151.4282, -151.4406, -151.8364, -152.057, -151.953, -152.4108, -152.61079999999998, -152.7692, -152.9706, -152.996, -152.86719999999997, -152.63479999999998, -152.325, -152.21479999999997, -152.3322, -151.94819999999999, -152.0194, -152.13060000000002, -152.20699999999997, -152.4204, -152.1678, -152.29680000000002, -152.3856, -152.43540000000002, -152.4004, -152.53580000000002, -152.3678, -152.19060000000002, -152.3238, -152.178, -152.3656, -152.3902, -152.1922, -152.34040000000002, -152.3022, -152.2786, -152.26799999999997, -152.3376, -151.9568, -151.91879999999998, -151.97979999999998, -151.9492, -152.1788, -151.9836, -151.8884, -151.904, -152.1814, -152.3316, -152.52640000000002, -152.79860000000002, -152.9428, -152.9934, -152.91839999999996, -153.148, -153.4222, -153.61919999999998, -153.4314, -153.547, -153.6664, -153.5162, -153.3932, -153.37420000000003, -153.5022, -153.6806, -153.72820000000002, -153.74960000000002, -153.8918, -153.8278, -153.873, -153.9952, -153.86039999999997, -153.90519999999998, -153.82139999999998, -153.63939999999997, -153.52299999999997, -153.47780000000003, -153.4384, -153.457, -153.44799999999998, -153.36759999999998, -153.7424, -153.67260000000002, -153.61980000000003, -153.9202, -154.18900000000002, -154.0268, -154.3644, -154.2882, -154.15659999999997
TD error based sigma,-673.6360000000001, -548.4648, -468.5816000000001, -416.9866, -381.1034, -355.468, -336.78959999999995, -322.35659999999996, -309.67819999999995, -300.07520000000005, -291.54019999999997, -284.12919999999997, -277.7784, -272.1642, -266.6038, -261.96819999999997, -257.89119999999997, -253.77939999999998, -250.21779999999998, -246.14140000000003, -243.0746, -240.16660000000002, -237.56420000000003, -235.0378, -232.577, -230.0866, -227.68200000000002, -225.5766, -223.801, -222.53640000000001, -220.21839999999997, -218.59159999999997, -216.7602, -214.66140000000001, -212.9096, -211.11039999999997, -209.39900000000003, -207.6736, -206.03040000000001, -203.6532, -202.5668, -200.73459999999997, -198.9632, -197.7478, -196.07, -194.6886, -193.3282, -192.2042, -190.7498, -189.6164, -188.0492, -187.075, -186.1496, -185.1904, -184.4024, -183.61280000000002, -182.52360000000002, -181.54900000000004, -180.614, -179.78860000000003, -179.0378, -178.26940000000002, -177.3734, -176.49020000000002, -175.7608, -174.87780000000004, -174.08320000000003, -173.40180000000004, -172.64620000000002, -172.01820000000004, -171.39040000000003, -170.6536, -170.1022, -169.6848, -169.27939999999998, -168.98420000000002, -168.8376, -167.9976, -167.5502, -167.0484, -166.32760000000002, -165.91320000000002, -165.55700000000002, -164.91559999999998, -164.349, -163.78580000000002, -163.1498, -163.0278, -162.8244, -162.3334, -161.844, -161.386, -160.98, -160.6568, -160.1754, -159.8524, -159.5778, -159.1948, -158.74920000000003, -158.645, -158.63000000000002, -158.1678, -157.80720000000002, -157.72559999999996, -157.49679999999998, -157.3554, -157.1162, -157.0374, -156.7422, -156.4618, -156.1294, -155.87359999999998, -155.7688, -155.274, -155.4198, -155.14439999999996, -154.7018, -154.48539999999997, -154.41559999999998, -154.2566, -154.044, -154.1406, -153.8862, -153.7314, -153.33939999999998, -153.27179999999998, -153.4092, -153.1494, -153.129, -153.05079999999998, -152.89100000000002, -152.8124, -152.684, -152.81279999999998, -152.69580000000002, -152.4596, -152.2026, -152.05900000000003, -151.8346, -151.618, -151.48899999999998, -151.332, -151.501, -151.3262, -151.10559999999998, -150.9976, -150.71739999999997, -150.7306, -150.46079999999998, -150.45100000000002, -150.4862, -150.3904, -149.99919999999997, -149.98680000000002, -149.7456, -149.7508, -149.8942, -149.79199999999997, -150.03040000000001, -149.94819999999999, -149.77439999999999, -149.6746, -149.603, -149.5336, -149.8586, -149.83419999999998, -149.82600000000002, -149.8296, -149.77439999999999, -149.7496, -149.96540000000002, -149.83180000000002, -149.7896, -149.7986, -149.7724, -149.65659999999997, -149.55960000000002, -149.4746, -149.4952, -149.46959999999999, -149.2528, -149.3888, -149.5508, -149.5764, -149.54680000000002, -149.548, -149.6366, -149.7112, -149.625, -149.5826, -149.46179999999998, -149.4126, -149.4844, -149.16379999999998, -148.93959999999998, -148.9104, -148.59560000000005, -148.3766, -148.10859999999997, -148.086, -148.17680000000001, -148.2232, -147.8662, -147.87720000000002, -147.9698, -147.77100000000002, -147.9714, -147.9248, -148.21120000000002, -148.0308, -148.26479999999998, -148.125, -148.24259999999998, -148.4658, -148.41479999999999, -148.42299999999997, -148.54219999999998, -148.7664, -148.56459999999998, -148.4702, -148.2114, -148.2278, -148.3434, -148.23719999999997, -148.08100000000002, -148.1926, -148.0512, -147.8802, -147.827, -147.99420000000003, -148.07440000000003, -148.02299999999997, -147.81779999999998, -147.5898, -147.8654, -147.8082, -147.786, -147.5232, -147.32559999999998, -147.30259999999998, -147.2154, -147.1248, -147.2582, -147.38979999999998, -147.1178, -147.18900000000002, -147.0926, -147.26479999999998, -147.67299999999997, -147.7714, -147.7876, -147.9332, -148.0336, -148.29739999999998, -148.38219999999998, -148.51680000000002, -148.4812, -148.6148, -148.3492, -148.15480000000002, -148.28640000000001, -148.1826, -148.01500000000001, -147.9214, -147.7768, -147.5442, -147.67559999999997, -147.4854, -147.54739999999998, -147.6762, -147.5102, -147.595, -147.5974, -147.2952, -147.47400000000002, -147.6914, -147.7012, -147.8598, -147.9862, -147.816, -147.6524, -147.5318, -147.28220000000002, -147.29000000000002, -147.151, -146.8962, -146.78839999999997, -146.9438, -146.71900000000002, -146.7526, -146.78140000000002, -146.75080000000003, -147.04319999999998, -147.29940000000002, -147.44799999999995, -147.546, -147.511, -147.1458, -147.2964, -147.4728, -147.5422, -147.5564, -147.3894, -147.27479999999997, -147.30939999999998, -147.3632, -147.6584, -148.022, -147.89640000000003, -147.92280000000002, -148.1228, -148.13400000000001, -148.2876, -148.4198, -148.2304, -148.18380000000002, -147.9958, -147.75279999999998, -147.6986, -147.5976, -147.445, -147.3964, -147.3704, -147.16580000000002, -147.559, -147.67379999999997, -147.72220000000002, -147.5872, -147.909, -147.85099999999997, -147.8992, -148.1034, -148.2304, -148.1696, -147.6906, -147.14959999999996, -146.88799999999998, -146.85559999999998, -146.6396, -146.746
