sigma,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
Alternating sigma per step; lambda = 0.5,-117.0567,-82.9753,-70.0549,-63.6063,-59.3129,-58.8501,-58.6228,-60.2369,-64.0132
