dynamic decay; lambda=0.5;lr=0.3,-167.9418666666666, -167.0726, -166.0890666666667, -165.15873333333334, -164.26093333333333, -163.52053333333333, -162.80339999999998, -161.89526666666669, -161.25153333333336, -160.6582, -160.01839999999999, -159.33093333333332, -158.8474666666667, -158.33413333333334, -157.78220000000002, -157.30926666666667, -156.84846666666667, -156.44006666666667, -155.99286666666666, -155.61826666666667, -155.2605333333333, -154.88213333333331, -154.58766666666668, -154.33486666666667, -154.12306666666666, -153.74273333333332, -153.46599999999998, -153.2569333333333, -153.07193333333333, -152.82840000000002, -152.58673333333337, -152.36186666666669, -152.15060000000003, -151.93786666666668, -151.84326666666666, -151.6398, -151.4946, -151.47813333333335, -151.3228666666667, -151.1454666666667, -150.9802, -150.84633333333332, -150.58339999999998, -150.3538666666667, -150.2484666666667, -150.06393333333335, -149.9254, -149.7936, -149.56333333333336, -149.39580000000004, -149.26313333333334, -149.15546666666668, -148.95586666666668, -148.79460000000003, -148.58826666666667, -148.53173333333334, -148.38046666666662, -148.1808, -148.04919999999998, -147.87026666666665, -147.65259999999998, -147.53793333333334, -147.36253333333335, -147.24719999999996, -147.12259999999998, -147.05526666666665, -146.83406666666667, -146.59966666666668, -146.47560000000001, -146.3826666666667, -146.2821333333333, -146.19206666666665, -146.18139999999997, -146.14739999999998, -145.94853333333333, -145.91600000000003, -145.80746666666664, -145.69953333333333, -145.65386666666666, -145.53633333333335, -145.41666666666669, -145.3146, -145.20693333333335, -145.14666666666668, -145.04806666666667, -144.9076, -144.8384, -144.77926666666664, -144.64446666666666, -144.60546666666667, -144.69073333333336, -144.61186666666669, -144.59393333333335, -144.57573333333332, -144.4743333333333, -144.3914, -144.33260000000004, -144.33866666666668, -144.315, -144.20026666666666, -144.08453333333333, -144.04433333333333, -144.00300000000001, -143.92899999999997, -143.99466666666663, -143.96599999999998, -143.92606666666669, -143.83346666666665, -143.82013333333333, -143.7609333333333, -143.7066, -143.62106666666668, -143.61500000000004, -143.5404, -143.48213333333334, -143.38733333333332, -143.28593333333336, -143.2666666666667, -143.30066666666667, -143.2561333333333, -143.11740000000003, -143.09433333333334, -143.00906666666666, -142.949, -142.96959999999999, -142.94753333333333, -143.07160000000002, -143.10046666666668, -143.01986666666664, -143.0002666666667, -142.97426666666667, -142.89919999999998, -142.8884, -142.85886666666664, -142.80493333333334, -142.7502666666667, -142.69073333333333, -142.69993333333332, -142.68006666666668, -142.69939999999997, -142.7220666666667, -142.75826666666669, -142.70586666666665, -142.6892, -142.73126666666667, -142.85326666666666, -142.95946666666669, -142.91653333333335, -142.91213333333334, -142.8792, -142.9368, -142.85106666666664, -142.91559999999998, -142.84733333333335, -142.8146, -142.78453333333334, -142.73353333333336, -142.68673333333334, -142.6772, -142.68373333333332, -142.72266666666664, -142.71626666666666, -142.6176, -142.57453333333333, -142.56226666666666, -142.57806666666664, -142.57399999999998, -142.56746666666666, -142.51193333333333, -142.45440000000002, -142.39466666666667, -142.35873333333336, -142.3448666666667, -142.2908666666667, -142.20733333333334, -142.11833333333337, -142.10313333333332, -142.01773333333333, -141.9686, -141.96906666666666, -141.92099999999996, -141.99086666666665, -141.91446666666667, -141.97346666666667, -141.9226, -141.90406666666664, -141.8488666666667, -141.81766666666667, -141.79446666666666, -141.7767333333333, -141.74706666666668, -141.82073333333332, -141.81893333333332, -141.7423333333333, -141.742, -141.69593333333333, -141.7444, -141.71446666666668, -141.66173333333333, -141.6812, -141.7902666666667, -141.81846666666667, -141.8444666666667, -141.84573333333336, -141.91766666666666, -141.86553333333333, -141.8032666666667, -141.85753333333335, -141.82073333333335, -141.88613333333333, -141.80180000000004, -141.75226666666669, -141.70113333333333, -141.68706666666668, -141.7043333333333, -141.6628, -141.68273333333335, -141.67206666666667, -141.72859999999997, -141.65486666666666, -141.6646, -141.5425333333333, -141.58746666666667, -141.6752, -141.6933333333333, -141.6696, -141.621, -141.54993333333334, -141.55933333333334, -141.47006666666667, -141.3194, -141.25633333333332, -141.19773333333333, -141.14246666666665, -141.07019999999997, -141.07693333333333, -141.06793333333331, -141.00646666666668, -141.01253333333335, -140.90206666666666, -140.93126666666666, -140.9026, -140.97126666666665, -140.79540000000003, -140.7058, -140.6682, -140.51560000000003, -140.3638, -140.3084666666667, -140.30506666666668, -140.228, -140.17433333333335, -140.082, -139.96099999999998, -139.89373333333333, -139.8203333333333, -139.67366666666666, -139.6000666666667, -139.51493333333332, -139.42973333333333, -139.47526666666667, -139.43439999999998, -139.37766666666667, -139.4024, -139.26006666666666, -139.16813333333332, -139.14013333333335, -139.13580000000002, -139.08766666666668, -139.06366666666665, -139.04693333333336, -139.0188, -138.9382, -139.0146, -139.07973333333337, -139.04680000000002, -139.0504, -139.07473333333334, -139.038, -139.00813333333332, -139.00626666666668, -139.0248, -139.10026666666667, -139.1705333333333, -139.17119999999997, -139.2172, -139.26953333333333, -139.33626666666666, -139.44833333333332, -139.49546666666666, -139.37820000000002, -139.34313333333333, -139.44833333333332, -139.4412, -139.47626666666667, -139.55493333333334, -139.51333333333335, -139.5448, -139.60299999999998, -139.60139999999998, -139.62826666666663, -139.68519999999998, -139.69326666666666, -139.69566666666665, -139.6706, -139.73419999999996, -139.82339999999996, -139.8897333333333, -139.8858, -139.93646666666663, -139.95806666666664, -139.97633333333334, -139.91826666666665, -139.8156, -139.85046666666665, -139.8074, -139.84126666666666, -139.86499999999998, -139.88666666666666, -139.9294, -139.95326666666668, -140.06573333333333, -139.91979999999998, -139.98046666666667, -140.01699999999997, -139.98839999999998, -139.9616, -139.9051333333333, -139.83440000000002, -139.88493333333332, -139.84266666666664, -139.7934, -139.75813333333335, -139.70480000000003, -139.73546666666667, -139.651, -139.63193333333336, -139.54620000000003, -139.45893333333333, -139.42913333333337, -139.3538, -139.31773333333334, -139.19873333333334, -139.27540000000002, -139.27053333333333, -139.29719999999998, -139.29053333333334, -139.29146666666665, -139.26273333333336, -139.23406666666668, -139.30226666666664, -139.32473333333334, -139.40206666666666, -139.34173333333334, -139.29953333333333, -139.33006666666668, -139.41406666666668, -139.37766666666667, -139.36773333333335, -139.36766666666665, -139.3176, -139.25026666666662, -139.27960000000002, -139.36533333333333, -139.33100000000002, -139.38646666666668, -139.36140000000003, -139.33666666666664, -139.45386666666667, -139.5659333333333, -139.6442, -139.76746666666668, -139.8722, -139.89933333333335, -139.82093333333333, -139.83206666666666, -139.82206666666664, -139.88846666666666, -139.85853333333333, -139.91726666666665, -139.92853333333332, -139.78766666666664, -139.77073333333334, -139.75539999999998, -139.73766666666668, -139.6198, -139.4761333333333, -139.50233333333333, -139.45326666666668, -139.2834, -139.22580000000002, -139.33059999999998, -139.29853333333332, -139.228, -139.24740000000003, -139.19826666666668, -139.1908, -139.25826666666669, -139.20493333333334, -139.0954, -139.125, -139.043, -138.96246666666667, -138.90466666666669, -138.90526666666668, -138.89206666666666, -138.79106666666667, -138.71359999999999, -138.7762, -138.76293333333334, -138.72633333333334, -138.818, -138.81433333333334, -138.82726666666667, -138.9628, -139.08073333333334, -139.14426666666668, -139.18, -139.2946, -139.50759999999997
TD error max; lambda=0.5;lr=0.3,-170.02006666666668, -168.99460000000002, -168.13880000000003, -167.21166666666667, -166.42293333333333, -165.54933333333335, -164.72846666666666, -163.90446666666668, -163.2107333333333, -162.54506666666666, -161.9111333333333, -161.2964, -160.6334, -160.19253333333333, -159.70926666666665, -159.18446666666665, -158.56073333333333, -158.02979999999997, -157.5692, -157.12653333333336, -156.6645333333333, -156.29966666666667, -155.90393333333333, -155.61853333333335, -155.2942, -155.03606666666664, -154.6872, -154.4245333333333, -154.1634666666667, -153.89280000000005, -153.6166666666667, -153.31460000000004, -153.00493333333333, -152.7630666666667, -152.45386666666667, -152.3237333333333, -152.06486666666663, -151.8582, -151.7186, -151.40500000000006, -151.2044, -150.96619999999996, -150.70559999999995, -150.42226666666662, -150.1788, -150.04366666666667, -149.8374666666667, -149.61606666666665, -149.35433333333333, -149.12780000000004, -149.00353333333337, -148.86620000000002, -148.70353333333335, -148.4613333333333, -148.34106666666665, -148.13046666666665, -147.9876, -147.7764666666667, -147.61546666666666, -147.40173333333334, -147.313, -147.2164, -147.04173333333335, -146.92813333333336, -146.79026666666667, -146.52473333333333, -146.41373333333334, -146.30200000000005, -146.15713333333332, -146.14573333333334, -146.02933333333337, -145.93066666666667, -145.89306666666664, -145.71173333333334, -145.6774, -145.528, -145.49406666666667, -145.49886666666666, -145.4436, -145.33653333333334, -145.16300000000004, -145.03506666666667, -144.94253333333333, -144.95786666666666, -144.81773333333334, -144.7558, -144.60279999999997, -144.52506666666665, -144.36513333333332, -144.3414666666667, -144.30233333333334, -144.23613333333336, -144.1796666666667, -144.092, -144.04799999999997, -143.99806666666663, -143.91806666666665, -143.83753333333334, -143.70853333333335, -143.65706666666665, -143.61933333333334, -143.53813333333332, -143.42513333333332, -143.42119999999994, -143.3885333333333, -143.3435333333333, -143.3161333333333, -143.23286666666667, -143.2782, -143.2078, -143.2116, -143.15906666666666, -143.0854666666667, -142.96620000000001, -142.92953333333335, -142.89293333333333, -142.90926666666667, -142.8649333333333, -142.89719999999997, -142.84079999999997, -142.74426666666665, -142.69979999999998, -142.66726666666668, -142.649, -142.5822, -142.54573333333335, -142.5674, -142.56173333333336, -142.57459999999998, -142.52553333333336, -142.4598, -142.48906666666667, -142.44446666666667, -142.31513333333334, -142.20506666666668, -142.1262, -142.0346, -141.94566666666665, -141.75193333333334, -141.75706666666665, -141.69726666666665, -141.59720000000002, -141.5362, -141.51860000000002, -141.42946666666668, -141.31873333333334, -141.26053333333337, -141.2756666666667, -141.21900000000002, -141.13386666666668, -141.03686666666667, -140.94933333333336, -140.78720000000004, -140.64446666666666, -140.5660666666667, -140.4706, -140.3392, -140.20420000000001, -140.03266666666667, -139.86253333333335, -139.80893333333333, -139.66306666666665, -139.67753333333332, -139.6956, -139.56626666666665, -139.54786666666666, -139.5702, -139.50133333333332, -139.50746666666666, -139.44833333333332, -139.41713333333334, -139.4451333333333, -139.39586666666665, -139.2997333333333, -139.2483333333333, -139.27159999999998, -139.2516, -139.07793333333333, -139.0557333333333, -138.98280000000003, -138.95553333333334, -138.90019999999998, -138.91320000000002, -138.8708, -138.89759999999998, -138.86293333333333, -138.774, -138.74740000000003, -138.76059999999998, -138.79286666666667, -138.70040000000003, -138.68133333333333, -138.64426666666668, -138.608, -138.66166666666666, -138.61966666666666, -138.65553333333335, -138.6434, -138.55299999999997, -138.45, -138.34353333333334, -138.28953333333337, -138.30533333333332, -138.29100000000003, -138.38333333333333, -138.32326666666665, -138.26406666666665, -138.26359999999997, -138.1876, -138.16199999999998, -138.09046666666666, -138.0692, -138.04366666666667, -138.0902, -137.987, -137.96386666666666, -137.94273333333334, -137.92026666666666, -137.9296, -137.852, -137.89326666666665, -137.8605333333333, -137.7848, -137.7686, -137.69833333333332, -137.62153333333333, -137.47673333333336, -137.45513333333332, -137.47346666666667, -137.47266666666664, -137.51406666666665, -137.51679999999996, -137.3685333333333, -137.36679999999998, -137.23819999999998, -137.1728666666667, -137.21213333333333, -137.20613333333333, -137.11006666666665, -137.1062, -137.16406666666666, -137.2441333333333, -137.324, -137.33226666666667, -137.2938, -137.22646666666665, -137.28193333333334, -137.17846666666668, -137.05813333333333, -137.00353333333337, -136.99193333333335, -137.0188, -137.03233333333336, -136.96653333333333, -137.01593333333332, -137.05466666666663, -137.05346666666668, -136.98986666666667, -136.92133333333334, -136.97806666666665, -136.97633333333334, -136.96140000000003, -137.05766666666665, -136.95566666666667, -137.0014, -137.00386666666665, -136.90540000000001, -136.92166666666665, -137.01526666666666, -136.9983333333333, -136.90253333333334, -136.82833333333332, -136.7961333333333, -136.7386, -136.80513333333334, -136.8314, -136.71686666666668, -136.78446666666667, -136.75419999999997, -136.78666666666666, -136.71433333333334, -136.6155333333333, -136.53553333333332, -136.49346666666665, -136.44799999999998, -136.35206666666664, -136.26926666666662, -136.30733333333333, -136.33406666666664, -136.29573333333332, -136.26959999999997, -136.15646666666666, -136.07886666666667, -136.12466666666666, -135.9934, -135.962, -135.90033333333335, -135.85240000000002, -135.80720000000002, -135.75146666666666, -135.81073333333333, -135.78073333333336, -135.73613333333336, -135.7242, -135.66493333333335, -135.61426666666668, -135.68233333333333, -135.59066666666666, -135.66773333333333, -135.64973333333336, -135.61173333333335, -135.62033333333335, -135.68853333333334, -135.6600666666667, -135.7138666666667, -135.66046666666668, -135.6572666666667, -135.59160000000003, -135.61166666666665, -135.62473333333335, -135.57566666666668, -135.64073333333334, -135.67100000000002, -135.64326666666668, -135.65540000000001, -135.6442, -135.71920000000003, -135.7454666666667, -135.67126666666667, -135.58053333333334, -135.594, -135.58186666666666, -135.48566666666667, -135.45626666666666, -135.36146666666667, -135.4724, -135.41680000000002, -135.483, -135.53066666666666, -135.50553333333335, -135.51420000000002, -135.48213333333334, -135.4740666666667, -135.57600000000002, -135.45600000000002, -135.60420000000002, -135.63933333333335, -135.64, -135.54726666666667, -135.48973333333333, -135.54333333333332, -135.5572, -135.58546666666666, -135.60160000000002, -135.65773333333334, -135.72453333333334, -135.7022, -135.76406666666665, -135.86813333333333, -135.97953333333334, -135.90933333333334, -135.91946666666666, -135.9332, -135.94566666666665, -135.97046666666662, -135.90086666666664, -135.93473333333333, -135.9272, -135.88379999999998, -135.96159999999998, -136.0008, -136.0994, -136.07993333333334, -136.00253333333336, -136.1374, -136.14300000000003, -136.11153333333337, -136.12186666666668, -136.15606666666667, -136.13213333333334, -136.11166666666665, -136.03386666666663, -136.03066666666663, -135.98739999999995, -135.95279999999997, -135.83706666666663, -135.81733333333332, -135.72006666666664, -135.68873333333332, -135.6783333333333, -135.75713333333334, -135.74433333333334, -135.7976666666667, -135.86753333333334, -135.89053333333334, -135.93073333333334, -135.9622666666667, -136.00833333333333, -136.02306666666664, -136.05273333333332, -136.07513333333333, -135.97753333333333, -135.92753333333332, -135.92566666666667, -135.79133333333334, -135.72500000000002, -135.7486, -135.71880000000002, -135.72646666666668, -135.77120000000002, -135.72566666666665, -135.75026666666665, -135.7026, -135.66393333333335, -135.69253333333333, -135.74373333333332, -135.741, -135.74453333333332, -135.67739999999998, -135.701
