Dynamic decay sigma,-885.368, -297.18, -182.572, -143.284, -113.185, -94.335, -88.565, -80.352, -71.835, -73.328, -66.747, -61.611, -57.741, -54.707, -55.701, -51.416, -51.763, -48.413, -48.003, -45.945, -44.856, -46.646, -44.697, -42.424, -42.789, -42.279, -40.144, -38.449, -38.876, -38.791, -40.418, -37.384, -35.499, -35.63, -35.51, -34.48, -34.073, -33.728, -33.484, -32.264, -33.547, -33.284, -32.145, -30.987, -31.835, -31.267, -31.316, -30.575, -30.541, -29.564, -30.566, -29.299, -30.325, -29.765, -29.661, -29.562, -29.394, -29.997, -29.576, -28.626, -28.437, -29.285, -29.615, -28.464, -28.327, -28.15, -28.912, -28.111, -27.544, -28.562, -28.505, -28.38, -27.987, -28.909, -28.828, -27.887, -27.844, -26.97, -27.976, -27.385, -27.59, -27.237, -27.476, -26.995, -28.245, -26.975, -27.401, -27.476, -26.902, -26.47, -26.309, -26.436, -27.013, -25.805, -26.333, -26.323, -26.816, -27.368, -26.588, -26.646
TD error based sigma,-891.742, -301.49, -167.479, -114.598, -105.166, -87.007, -82.279, -74.246, -73.052, -66.799, -60.753, -60.703, -58.432, -56.893, -51.949, -52.527, -51.824, -50.602, -50.186, -46.267, -47.618, -45.228, -43.936, -45.31, -46.887, -43.731, -44.423, -43.637, -40.857, -43.209, -41.844, -39.213, -39.953, -39.666, -38.644, -37.693, -38.095, -38.674, -38.643, -37.935, -37.974, -36.561, -35.163, -35.821, -35.586, -35.122, -34.959, -34.765, -34.998, -34.062, -33.077, -33.512, -33.052, -31.99, -33.564, -34.266, -32.354, -31.597, -32.064, -32.444, -31.327, -31.262, -31.364, -31.226, -31.342, -32.55, -31.229, -31.287, -30.113, -30.464, -29.978, -31.048, -30.791, -30.933, -31.277, -30.425, -30.101, -30.443, -30.484, -29.72, -29.91, -30.195, -29.684, -29.589, -31.484, -30.267, -30.326, -31.159, -30.438, -30.315, -30.163, -30.609, -30.885, -30.712, -29.575, -32.698, -30.942, -30.03, -29.889, -29.749
Dynamic decay sigma 0.99,-873.786, -315.024, -191.451, -134.595, -108.058, -95.173, -80.62, -75.701, -66.402, -61.623, -55.873, -54.37, -53.094, -52.434, -48.698, -47.66, -45.294, -44.53, -43.537, -41.552, -41.478, -39.973, -40.192, -39.263, -36.553, -36.932, -36.673, -36.355, -35.341, -35.122, -34.272, -34.458, -33.524, -33.922, -33.299, -32.854, -33.311, -32.551, -33.245, -30.974, -32.111, -31.774, -31.257, -31.932, -30.667, -30.737, -29.467, -30.364, -31.136, -30.137, -29.744, -30.223, -30.338, -29.846, -30.322, -30.579, -29.66, -30.94, -29.359, -30.504, -30.022, -29.225, -29.558, -30.543, -28.874, -28.708, -29.406, -29.377, -29.1, -29.489, -29.101, -28.74, -29.033, -28.3, -28.39, -29.42, -28.855, -28.575, -29.074, -28.795, -27.792, -28.505, -29.075, -28.192, -28.975, -28.474, -28.027, -29.707, -29.0, -28.295, -28.55, -28.987, -29.066, -28.777, -27.796, -27.625, -28.62, -27.853, -28.837, -28.993
