sigma,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
TD error sigma; lambda = 0.7,-90.7651,-65.7873,-57.2302,-53.1549,-53.2257,-53.5705,-55.1596,-57.8597,-74.4192
